No,Word,Frequency
3060,tidak mau,2
3061,mengecewakan!!!,2
3062,diaplikasi,2
3063,"kaku,",2
3064,"cabang,",2
3065,biarlah,2
3066,whatsapp,2
3067,maaf ,2
3068,kulitnya,2
3069,"siang,",2
3070,ujian,2
3071,nasional,2
3072,boxing,2
3073,komponen,2
3074,uap,2
3075,ribuan,2
3076,"tajam,",2
3077,digunting,2
3078,gudang,2
3079,selebihnya,2
3080,"belakang,",2
3081,"gtu,",2
3082,kesannya,2
3083,overpriced,2
3084,terjemahannya,2
3085,secepat,2
3086,impor,2
3087,(4,2
3088,gulung,2
3089,musim,2
3090,japri,2
3091,133,2
3092,lengketnya,2
3093,woknya,2
3094,memegang,2
3095,po,2
3096,menyebabkan,2
3097,lekukan,2
3098,tomat,2
3099,kecilnya,2
3100,pisaunya,2
3101,setara,2
3102,invoice,2
3103,lembek,2
3104,kencangkan,2
3105,bodi,2
3106,wajannya,2
3107,gores,2
3108,urus,2
3109,operasikan,2
3110,kemahalan,2
3111,berair,2
3112,hitungan,2
3113,diservice,2
3114,kenapa2,2
3115,memakan,2
3116,"jualan,",2
3117,pengunci,2
3118,baling,2
3119,transaksinya,2
3120,aula,2
3121,ordernya,2
3122,dicolokin,2
3123,"terbaca,",2
3124,leather,2
3125,sleting,2
3126,menutupi,2
3127,lingkar,2
3128,disebabkan,2
3129,penahan,2
3130,bergerak,2
3131,pelayananya,2
3132,lengan,2
3133,(2pcs),2
3134,bagusan,2
3135,leging,2
3136,"kekecilan,",2
3137,"karatan,",2
3138,32,2
3139,akurat,2
3140,sol,2
3141,41,2
3142,"43,",2
3143,"pulpen,",2
3144,tolonglah,2
3145,fatal,2
3146,kerah,2
3147,cekout,2
3148,dipilih,2
3149,jarik,2
3150,buatnya,2
3151,dateng2,2
3152,dompetnya,2
3153,"dalam,",2
3154,direquest,2
3155,rok,2
3156,etika,2
3157,l5,2
3158,spare,2
3159,"lembek,",2
3160,piece,2
3161,selangnya,2
3162,telurnya,2
3163,korsetnya,2
3164,peot,2
3165,giftnya,2
3166,tumbler,2
3167,teflon,2
3168,mengajak,2
3169,ribut,2
3170,gendongan,2
3171,diinfokan,2
3172,difotokan,2
3173,sterofoam,2
3174,"dilipat,",2
3175,off,2
3176,errornya,2
3177,batok,2
3178,digulung,2
3179,hijaunya,2
3180,batrainya,2
3181,"garansinya,",2
3182,bintangnya,2
3183,oyster,2
3184,dove,2
3185,cement,2
3186,macro,2
3187,lensa,2
3188,qcnya,2
3189,mount,2
3190,kampung,2
3191,note:,2
3192,bawaannya,2
3193,kuasnya,2
3194,kuteknya,2
3195,dikasih2,2
3196,bercerita,2
3197,pembelaan,2
3198,%,2
3199,satuannya,2
3200,dilimpahkan,2
3201,diviseo,2
3202,pertimbangan,2
3203,bacalah,2
3204,tokopeda,2
3205,makesure,2
3206,"dll,",2
3207,roko,2
3208,berhari,2
3209,platform,2
3210,keesokan,2
3211,mengantarkan,2
3212,butuhnya,2
3213,"laen,",2
3214,kuping,2
3215,"dituker,",2
3216,abal,2
3217,tergoda,2
3218,dikomplen,2
3219,penjualan,2
3220,a52,2
3221,tko,2
3222,kepenjual,2
3223,disurh,2
3224,garansinya,2
3225,mengotot,2
3226,aktifkan,2
3227,fan,2
3228,dapetnya,2
3229,jidat,2
3230,hangus,2
3231,"ori,harga",2
3232,sepuluh,2
3233,"plastik,harusnya",2
3234,jar,2
3235,pita,2
3236,terbalik,2
3237,reviewnya,2
3238,rel,2
3239,inbox,2
3240,cowok,2
3241,dinamo,2
3242,jebakan,2
3243,careful,2
3244,dart,2
3245,kepercayaan,2
3246,sistemnya,2
3247,pisang,2
3248,20pcs,2
3249,10pcs,2
3250,tempe,2
3251,"packingnya,",2
3252,susunya,2
3253,"jamuran,",2
3254,expire,2
3255,kontrol,2
3256,produsen,2
3257,memperbaiki,2
3258,semingguan,2
3259,expiry,2
3260,dikonsumsi,2
3261,"admin,",2
3262,manajemen,2
3263,membayar,2
3264,"1kg,",2
3265,kecap,2
3266,"kg,",2
3267,terjual,2
3268,artificial,2
3269,pedas,2
3270,"manis,",2
3271,21,2
3272,-_-,2
3273,"bengkok,",2
3274,pemesan,2
3275,(6,2
3276,keterima,2
3277,wanti2,2
3278,hvs,2
3279,buru�,2
3280,boro�,2
3281,kirimkan,2
3282,drama,2
3283,ecom,2
3284,atupun,2
3285,oranye,2
3286,mengadakan ,2
3287,acc,2
3288,"bikin,",2
3289,berhati,2
3290,??????????????,2
3291,distributor,2
3292,ya????,2
3293,merekomendasikan,2
3294,baret2,2
3295,kooperatif,2
3296,koar,2
3297,nympe,2
3298,",memang",2
3299,"menyala,",2
3300,jerigen,2
3301,dimensi,2
3302,padhal,2
3303,samedaymasa,2
3304,smtra,2
3305,1330respon,2
3306,lamarugi,2
3307,samedaymksd,2
3308,cepetmalah,2
3309,lamaga,2
3310,bgt??,2
3311,timbang,2
3312,tuna,2
3313,kucingnya,2
3314,muntah,2
3315,"22,",2
3316,packnya,2
3317,bungkus),2
3318,(1,2
3319,twinpack,2
3320,kompensasi,2
3321,apa apa,2
3322,ketahuan,2
3323,dibongkar,2
3324,diberesin,2
3325,account,2
3326,mumer,2
3327,"belum,",2
3328,leak,2
3329,promosi,2
3330,"pasaran,",2
3331,oengemasan,2
3332,dievaluasi,2
3333,kepakai,2
3334,"packing,",2
3335,nunggu2,2
3336,jualannya,2
3337,"katanya,",2
3338,include,2
3339,coy,2
3340,bgttttt,2
3341,berangkat,2
3342,"update,",2
3343,dipick,2
3344,99,2
3345,menemani,2
3346,"begitu,",2
3347,dan lain,2
3348,contoh,2
3349,ditambahin,2
3350,dipaksa,2
3351,"dikirimkan,",2
3352,"kardusnya,",2
3353,"ketekan,",2
3354,pengaturan,2
3355,"lembab,",2
3356,"asal,",2
3357,4-5,2
3358,deskripsinya,2
3359,"gram,",2
3360,nota,2
3361,adidas,2
3362,"iklan,",2
3363,nol,2
3364,hati2lah,2
3365,memahami,2
3366,anteraja,2
3367,aibon,2
3368,"bales,",2
3369,temu,2
3370,nic,2
3371,sibuk,2
3372,mengurus,2
3373,packingnyahand,2
3374,ancuuuurrrr,2
3375,bubukkkk,2
3376,remukkk,2
3377,berbentukkkkkkkkkkkkkkkkkkllkl,2
3378,menanggung,2
3379,dipotong,2
3380,"video,",2
3381,replacement,2
3382,kenyataan,2
3383,tikar,2
3384,returnya,2
3385,dipanjangin,2
3386,kecewa!,2
3387,jarak,2
3388,"pelanggan,",2
3389,bedanya,2
3390,alah,2
3391,75,2
3392,memang ,2
3393,puluhan,2
3394,bar,2
3395,kucel,2
3396,"pendek,",2
3397,bruntusan,2
3398,drum,2
3399,tuts,2
3400,robel,2
3401,evaluasi,2
3402,bos!,2
3403,ricord,2
3404,sound,2
3405,ngebaca,2
3406,switch,2
3407,kesana,2
3408,emulator,2
3409,emu,2
3410,windows,2
3411,gamepadnya,2
3412,xtra,2
3413,loss,2
3414,"berfungsi,alangkah",2
3415,merepotkan,2
3416,merespons,2
3417,triggernya,2
3418,"sensitif,",2
3419,"dibalas,",2
3420,"rekondisi,",2
3421,adapter,2
3422,pura,2
3423,dtang,2
3424,berpengaruh,2
3425,"alasan,",2
3426,tergiur,2
3427,"handphone,",2
3428,hitung,2
3429,tripotnya,2
3430,"abu,",2
3431,utama,2
3432,"buah,",2
3433,flimty,2
3434,naro,2
3435,ring,2
3436,uchii,2
3437,tanduknya,2
3438,datang2,2
3439,bantalnya,2
3440,belit,2
3441,"wkwk,",2
3442,"alatnya,",2
3443,penyelesaiannya,2
3444,palang,2
3445,maxim,2
3446,dananya,2
3447,"biasanya,",2
3448,engsel,2
3449,mei,2
3450,carote,2
3451,struk,2
3452,gerimis,2
3453,glodak,2
3454,proper,2
3455,penyedot,2
3456,terdengar,2
3457,disarankan,2
3458,menjahit,2
3459,pundak,2
3460,bintik,2
3461,"l,,",2
3462,hem,2
3463,resp,2
3464,acara,2
3465,transit,2
3466,reschedule,2
3467,privasi,2
3468,splitter,2
3469,ggk,2
3470,janjikan,2
3471,juni,2
3472,memikirkan,2
3473,carrier,2
3474,"direspon,",2
3475,ringlightnya,2
3476,kembaliin,2
3477,berlaku,2
3478,tiang,2
3479,amal,2
3480,memotong,2
3481,maklum,2
3482,bonusan,2
3483,youtuber,2
3484,diutamakan,2
3485,lehernya,2
3486,tulung,2
3487,pertanggung,2
3488,10rban,2
3489,sehinga,2
3490,kasihh,2
3491,mantappss,2
3492,sejutaan,2
3493,protokol,2
3494,seller??????,2
3495,"recommended,",2
3496,"bangett,",2
3497,rgbnya,2
3498,brightness,2
3499,jamin,2
3500,mantaaappp,2
3501,makasihh,2
3502,"diproses,",2
3503,bangettop,2
3504,pastinya,2
3505,krupuknya,2
3506,rendangnya,2
3507,sedap,2
3508,products,2
3509,thermal,2
3510,makasiii,2
3511,trusted,2
3512,dabest,2
3513,"sya,",2
3514,kuat!,2
3515,baseus,2
3516,cepatrecommended,2
3517,purchase,2
3518,lincah,2
3519,bgt!,2
3520,sat,2
3521,sisirnya,2
3522,melek,2
3523,2024,2
3524,soap,2
3525,"pouch,",2
3526,gerak cepat,2
3527,sesuaii,2
3528,senang ,2
3529,source,2
3530,"badan,",2
3531,yaaaaa,2
3532,bagusssss,2
3533,kirimannya,2
3534,sama sama,2
3535,"pelit,",2
3536,sedikit sedikit,2
3537,pompa,2
3538,niceee,2
3539,puji,2
3540,"gambarnya,",2
3541,from,2
3542,"kilat,",2
3543,bardi,2
3544,matikan,2
3545,batu,2
3546,josss,2
3547,laris,2
3548,oriannya,2
3549,pokoknya ,2
3550,tabung ,2
3551,jajan,2
3552,vouchernya,2
3553,tiket,2
3554,uuu,2
3555,junior,2
3556,mendadak,2
3557,mantulll,2
3558,dibandingkan,2
3559,"jaksel,",2
3560,we,2
3561,tapiii,2
3562,"bayi,",2
3563,bekasi,2
3564,tokoh,2
3565,perakitan,2
3566,modal,2
3567,"bautnya,",2
3568,"ini,,",2
3569,doakan,2
3570,"tinggi,",2
3571,"lebar,",2
3572,r�,2
3573,ditanya2,2
3574,aweet,2
3575,banget??????,2
3576,imboost,2
3577,ternyata ,2
3578,berkabut,2
3579,tawarkan,2
3580,"unboxing,",2
3581,"duduk,",2
3582,barunya,2
3583,mungut,2
3584,puntung,2
3585,difusser,2
3586,"bangettt,",2
3587,penyok�,2
3588,gepeng,2
3589,bak,2
3590,***,2
3591,tertutup,2
3592,hubungi,2
3593,baut2,2
3594,******,2
3595,*****,2
3596,sih!!!!,2
3597,stand,2
3598,meletot,2
3599,pulsa,2
3600,15rb,2
3601,jelek!,2
3602,kepastian,2
3603,mu,2
3604,roti,2
3605,menuduh,2
3606,kebangetan,2
3607,mintanya,2
3608,abon,2
3609,srundeng,2
3610,busuk,2
3611,"busuk,",2
3612,songgong,2
3613,dibebanin,2
3614,1111,2
3615,hak,2
3616,sale!,2
3617,tidak jelas,2
3618,babibu,2
3619,america,2
3620,"6,",2
3621,"benar,",2
3622,dikirim!!!!!!,2
3623,"kurirnya,",2
3624,terburuk,2
3625,"terus,",2
3626,nya?,2
3627,"kembali,",2
3628,kilogram,2
3629,manusia,2
3630,burayak,2
3631,ngeselinnn,2
3632,bohong ,2
3633,800,2
3634,800gr,2
3635,isolasi,2
3636,lakukan,2
3637,ini!!!,2
3638,ajar,2
3639,angkuh,2
3640,"kusut,",2
3641,worst,2
3642,"rabu,",2
3643,direturn,2
3644,mencong,2
3645,official�,2
3646,merugikan,2
3647,aneh!!,2
3648,marketing,2
3649,*********,2
3650,terpal,2
3651,authentic,2
3652,kealamat,2
3653,jelas jelas,2
3654,tolak,2
3655,(tarif,2
3656,heran,2
3657,goblok,2
3658,melenceng,2
3659,2020,2
3660,bayangkan,2
3661,"hijau,",2
3662,iyalah,2
3663,medan,2
3664,ios,2
3665,maksimum,2
3666,"kemudian,",2
3667,"okt,",2
3668,komunikasikan,2
3669,orderannya,2
3670,lokasi,2
3671,"robot,",2
3672,juli,2
3673,salep,2
3674,lokal,2
3675,gimmick,2
3676,masal,2
3677,capslock,2
3678,"2021,",2
3679,akhirna,2
3680,ditanggal,2
3681,deebot,2
3682,t8,2
3683,banting,2
3684,expd,2
3685,ada!,2
3686,tolol,2
3687,pelapak,1
3688,amir,1
3689,sarannya,1
3690,mantabbb,1
3691,rezekinya,1
3692,kualitasny,1
3693,sejuk,1
3694,"usaha-nya,",1
3695,manstapu,1
3696,gambar ,1
3697,acrylic,1
3698,"helpfull,",1
3699,"mantappp,",1
3700,digunainnya!,1
3701,"bagus,oke,",1
3702,mantapp????,1
3703,mantul??,1
3704,jadwalnya,1
3705,best??,1
3706,bagus!!,1
3707,bt,1
3708,koin??,1
3709,melempar,1
3710,stock!,1
3711,"harapan,pouchnya",1
3712,bagusservice,1
3713,buangetterima,1
3714,"proses,penjual",1
3715,beyblade,1
3716,mantappl,1
3717,pemerannya,1
3718,200,1
3719,amandapat,1
3720,"3,,allhamdulillah",1
3721,amazing,1
3722,triumph,1
3723,"terimakasih,barang",1
3724,mengenyangkan,1
3725,"leleh,",1
3726,dankemasan,1
3727,"muraj,",1
3728,mdh�an,1
3729,"dagingnya,",1
3730,matang,1
3731,"sempurna,mantap",1
3732,cepa,1
3733,"berulang2,",1
3734,lumpianya,1
3735,"lezat,",1
3736,isiannya,1
3737,sausnya,1
3738,job!,1
3739,my,1
3740,"love,",1
3741,dibiarka,1
3742,asemnya,1
3743,pisangnyaaa,1
3744,menagih,1
3745,"(harga,",1
3746,porsi),1
3747,cepatgood,1
3748,bnykan,1
3749,sounnya,1
3750,ayamnya,1
3751,sambal ,1
3752,pcking,1
3753,pastelnya,1
3754,enakk,1
3755,saosnya,1
3756,cookies,1
3757,terenak,1
3758,dimulutku??,1
3759,enakkkk,1
3760,cryyyyy!,1
3761,tengkyu!,1
3762,okpackaging,1
3763,kukisnya,1
3764,kemanisan,1
3765,dikurangi,1
3766,manisnya,1
3767,bgtexp,1
3768,lamastp,1
3769,maling,1
3770,inithe,1
3771,oripengiriman,1
3772,sippp,1
3773,anggoto,1
3774,isoman,1
3775,pemulihan,1
3776,food,1
3777,"cepqt,",1
3778,berkwalitas,1
3779,mantapsss,1
3780,tetimakasih,1
3781,btgg,1
3782,kegiatan,1
3783,mengajar,1
3784,pesantren,1
3785,kirimnya!,1
3786,tjakeeeepp!!!,1
3787,muchh,1
3788,spidolnya,1
3789,(plastik,1
3790,asi),1
3791,responship,1
3792,1ribu,1
3793,bagusnyaman,1
3794,dipakaitulisan,1
3795,1000,1
3796,sekotak,1
3797,hore,1
3798,"pick,",1
3799,joyko????,1
3800,"sekolah,",1
3801,"pilihannya,",1
3802,deh:),1
3803,cepatharga,1
3804,okesesuai,1
3805,deliver,1
3806,"atkasemka,anteraja",1
3807,"skaligus,",1
3808,see,1
3809,again,1
3810,"deksripsi,",1
3811,"deskripsi,pengiriman",1
3812,amantq,1
3813,"deskripsinya,",1
3814,trins,1
3815,gmn!!!,1
3816,bolamnya,1
3817,bingitz,1
3818,"smpk,",1
3819,semualampunya,1
3820,deskripsi�,1
3821,interaktif�,1
3822,"jg,thx",1
3823,abisgak,1
3824,cepatproduk,1
3825,buatannya,1
3826,kakpaketnya,1
3827,semogq,1
3828,thanks!,1
3829,",suka",1
3830,"produknya,trimakasih",1
3831,hargnya,1
3832,prduk,1
3833,murah�,1
3834,termat,1
3835,tebellll,1
3836,",terima",1
3837,mrnjaga,1
3838,merawat,1
3839,kebersihan,1
3840,"ngga,",1
3841,sprayernya,1
3842,amantidak,1
3843,desinfektan,1
3844,"videonya,",1
3845,mantapwangiudah,1
3846,hewan,1
3847,"selamat,makasih",1
3848,apik,1
3849,tks??,1
3850,amanada,1
3851,selamatdikasih,1
3852,pulamakasiihhhhhh,1
3853,keranjang,1
3854,kargo,1
3855,badabest,1
3856,jempolan,1
3857,pesann,1
3858,"baik,tdk",1
3859,jagakan,1
3860,hujandiantr,1
3861,malam-malam,1
3862,maafduhh,1
3863,rejekinya,1
3864,"aman,banyak",1
3865,nyapemesanan,1
3866,nyatrims,1
3867,menumbuhkan,1
3868,rambut�beli,1
3869,serumnya,1
3870,officialshop,1
3871,deskripsisemoga,1
3872,byee,1
3873,"voucer,",1
3874,bocor/tumpah,1
3875,diwrapping,1
3876,"original,penjual",1
3877,"responsif,barang",1
3878,pemakaiannya,1
3879,suplemen,1
3880,"samping,",1
3881,berproses,1
3882,pigmen,1
3883,berkuranguntuk,1
3884,uban,1
3885,hasilnyalanjut,1
3886,mantabsss,1
3887,subur,1
3888,ditiup,1
3889,mendaratkualitas,1
3890,"kotaknya,",1
3891,"gan,barang",1
3892,selamatpackaging,1
3893,rapi3-4,1
3894,malangterima,1
3895,s/d,1
3896,lilinya,1
3897,estimasinya,1
3898,roman,1
3899,8shot,1
3900,cptmaaf,1
3901,barng,1
3902,mantaptks,1
3903,barang'a,1
3904,jooss,1
3905,bagusberfungsi,1
3906,"ok,mau",1
3907,waahh,1
3908,n',1
3909,barangnyapengiriman,1
3910,nyampethanks,1
3911,rajin,1
3912,membunuh,1
3913,hama,1
3914,penjualannya,1
3915,titip,1
3916,py,1
3917,"ngecatnya,",1
3918,"bagus,harga",1
3919,"affordable,",1
3920,ngapur,1
3921,catnya,1
3922,"berbau,",1
3923,cheese,1
3924,cruse,1
3925,diaplikasikan,1
3926,pasang??,1
3927,jiwa,1
3928,susuai,1
3929,enakterima,1
3930,"mantaapp,",1
3931,"cepat,pesanan",1
3932,"aman,baru",1
3933,mbakoan,1
3934,bako,1
3935,"lain,mtr",1
3936,nuwun,1
3937,pengrajin,1
3938,matap,1
3939,pros�s,1
3940,tokopedia??????,1
3941,"cepatt,",1
3942,joossss,1
3943,mantappengiriman,1
3944,puas??????,1
3945,"terimakasih,,barangnya",1
3946,amanmakasihhhhhh,1
3947,ds,1
3948,kerjasamanya,1
3949,sist,1
3950,kalinya!,1
3951,puas??,1
3952,"licin,",1
3953,mantebbb,1
3954,"atalon,",1
3955,pengirima,1
3956,pencinta,1
3957,dllproduk,1
3958,keabisan,1
3959,"ukuranny,",1
3960,cepatt!,1
3961,atalon!,1
3962,bagus�,1
3963,lega,1
3964,"resleting,",1
3965,expectasi,1
3966,"yaa,lama",1
3967,smpx,1
3968,semangat,1
3969,mancing,1
3970,yoga,1
3971,"lucu,,thankyou",1
3972,elemennya,1
3973,custom,1
3974,mantullllllll,1
3975,dimurahin,1
3976,"original,aseli",1
3977,certi,1
3978,certieye,1
3979,sekali??,1
3980,spatoeid,1
3981,komplit??,1
3982,istimewaakurat,1
3983,puaasss,1
3984,duplikat,1
3985,puasmantab,1
3986,"bagus,bentuknya",1
3987,"manis,kwalitas",1
3988,pengirim,1
3989,s3moga,1
3990,rapibarangnya,1
3991,bagusmakasi,1
3992,"oxihom,tokopedia",1
3993,j&t,1
3994,"unik,",1
3995,bangetpembelian,1
3996,vietnamselalu,1
3997,"puas,lgs",1
3998,puaass,1
3999,wow,1
4000,menolong,1
4001,backpackeran,1
4002,dikorea,1
4003,surantab,1
4004,reliable,1
4005,dahsyat,1
4006,seteroooong,1
4007,pelosok,1
4008,jeju,1
4009,"halangan,",1
4010,kenikura,1
4011,bepergian,1
4012,keliling,1
4013,swiss,1
4014,ngejelasin,1
4015,great,1
4016,"service,",1
4017,"tanggap,",1
4018,reapon,1
4019,jepang,1
4020,cepar,1
4021,jrpass,1
4022,communication,1
4023,meladeni,1
4024,"hotelnya,",1
4025,view,1
4026,ngadep,1
4027,zen,1
4028,deck,1
4029,dibookingkan,1
4030,pengalamannya,1
4031,map,1
4032,mapnya,1
4033,"kehujanan,",1
4034,keamanannya,1
4035,bookcarnaval,1
4036,"kertas,",1
4037,"selamattt,",1
4038,sudutnya,1
4039,keadaaan,1
4040,lembaran,1
4041,bookmarks,1
4042,periplus,1
4043,kalender,1
4044,"lecek2,",1
4045,"kecil,selain",1
4046,jugauntuk,1
4047,basahselebihnya,1
4048,"covernya,",1
4049,kegesek,1
4050,reponse,1
4051,gaberwarna,1
4052,halaman-halaman,1
4053,"menyatu,",1
4054,memeriksa,1
4055,memberitahu,1
4056,intropeksi,1
4057,diletakkan,1
4058,pemberitahuan/komunikasi,1
4059,"diletakkan/dititipkan,",1
4060,minor,1
4061,"dekripsi,tapi",1
4062,yasinnya,1
4063,"awalnya,",1
4064,terselesaikan,1
4065,dimasukan,1
4066,sepertinya ,1
4067,berempat,1
4068,keluhannya,1
4069,informasikan,1
4070,kenapanya,1
4071,competitor,1
4072,singkat,1
4073,terimakasihhh,1
4074,cinta/pergi,1
4075,komik,1
4076,"respondsif,",1
4077,perbendaharaan,1
4078,selainnya,1
4079,packibg,1
4080,binding,1
4081,"realpict,",1
4082,??ukuran,1
4083,tercantumkan,1
4084,"gt,",1
4085,90?,1
4086,(tapi,1
4087,click,1
4088,bait,1
4089,"aja),",1
4090,"padahal,",1
4091,"simetris,",1
4092,address,1
4093,dicobain,1
4094,baikmaknyoss,1
4095,"cepat,produk",1
4096,andalan,1
4097,rebus,1
4098,telur ,1
4099,speed,1
4100,"pesanan,harga",1
4101,"murah,namun",1
4102,"lambat,mungkin",1
4103,jatuhi,1
4104,"pagar,",1
4105,"brgnya,",1
4106,talenan,1
4107,celemeknya,1
4108,"berlapis-lapis,",1
4109,rusak/basah,1
4110,"celemeknya,",1
4111,celemekny,1
4112,"dateng,packing",1
4113,amplom,1
4114,tiada,1
4115,"murmer,",1
4116,barangnyasaya,1
4117,sukasemoga,1
4118,brfungsi,1
4119,baikrecomended,1
4120,pan-nya,1
4121,larian,1
4122,pindah-pindahin,1
4123,"gas,",1
4124,dapurnya,1
4125,standarpackaging,1
4126,sponge,1
4127,sisinya,1
4128,pengirimannyapacking,1
4129,esok,1
4130,smartfren,1
4131,jozz,1
4132,"pengiriman,dan",1
4133,kurirpelayanan,1
4134,juarasemoga,1
4135,(bisa,1
4136,"dipanjangkan),",1
4137,(menggunakan,1
4138,lebar),1
4139,sesuaisuara,1
4140,mengarah,1
4141,"keatas,",1
4142,kita ,1
4143,(cuma,1
4144,lumayannnn,1
4145,"indikator,",1
4146,casnya,1
4147,dosnya,1
4148,ip,1
4149,cameranya,1
4150,berbahasa,1
4151,definition,1
4152,2k,1
4153,noisy,1
4154,"pun,",1
4155,"rupa,",1
4156,acceptable,1
4157,pintu,1
4158,enggaktapi,1
4159,automationnya,1
4160,lengkapnlah,1
4161,panasnya,1
4162,"baik,respon",1
4163,dehsemoga,1
4164,"sukses,abang",1
4165,pengepelan,1
4166,variant,1
4167,46,1
4168,bertahannya,1
4169,barangnyamasih,1
4170,deskripsipackingnya,1
4171,rapithanks,1
4172,"halus,ketebalan",1
4173,"umumnya,",1
4174,specs,1
4175,"dipercepat,",1
4176,sweater,1
4177,miskomunikasi,1
4178,�adjust�,1
4179,ditekan,1
4180,eiger,1
4181,"memuaskan,walau",1
4182,kehabisan,1
4183,gamasalah,1
4184,"bagus,kualitasnya",1
4185,"ramah,mungkin",1
4186,mletot,1
4187,didiskontapi,1
4188,mantab!,1
4189,cleaner-nya,1
4190,pesananmoga,1
4191,hp????,1
4192,tepatnya,1
4193,kasihbrang,1
4194,lagisiip,1
4195,"sampai,packing",1
4196,nowway????,1
4197,brodol2,1
4198,sesuailah,1
4199,melebar,1
4200,peasanan,1
4201,masya,1
4202,"allah,",1
4203,ternya,1
4204,"suami,",1
4205,prob,1
4206,terjangkau??????????,1
4207,",motif",1
4208,-respon,1
4209,-pengiriman,1
4210,-piyama,1
4211,-adminnya,1
4212,inisiatif,1
4213,-?????,1
4214,order!,1
4215,"????,",1
4216,manado,1
4217,3xl,1
4218,"frayday,",1
4219,",anti",1
4220,bakteri,1
4221,premiumenak,1
4222,dehsaya,1
4223,6murah,1
4224,murahanyakin,1
4225,dipakaipenjual,1
4226,rapiii,1
4227,gokil!,1
4228,kerenlah,1
4229,"rapi,barang",1
4230,"aman,kwalitas",1
4231,"baik,pengiriman",1
4232,"sesuai,barang",1
4233,"ori,thank",1
4234,pengirimanpositive,1
4235,job??,1
4236,sekaliikaos,1
4237,"longgar,",1
4238,"breathable,",1
4239,ketebelan,1
4240,ketipisan,1
4241,"sepertinya,",1
4242,gerah,1
4243,&diganti,1
4244,trmksi,1
4245,kaoskaki,1
4246,nyaseller,1
4247,krmnya,1
4248,warna2,1
4249,you??????,1
4250,pengirimanny,1
4251,kependekan,1
4252,mencekik,1
4253,bagusterimakasih,1
4254,"sabuknya,",1
4255,pesana,1
4256,dark,1
4257,probs,1
4258,enteng,1
4259,solnya,1
4260,sporty,1
4261,berkwalitaswarnanya,1
4262,dipack,1
4263,mkshpotongannya,1
4264,"dompetnya,",1
4265,aweeettt,1
4266,90%,1
4267,"gambar,paking",1
4268,trimaksih,1
4269,"danrapih,",1
4270,kakakwarnanya,1
4271,"dijemur,,,ringan",1
4272,sampaibarang,1
4273,dijadwalkan,1
4274,dipakenyaa,1
4275,buy,1
4276,kaosnya,1
4277,nyabahannya,1
4278,keringet,1
4279,sampaisesuai,1
4280,hargalah,1
4281,amanahsukses,1
4282,"selalu,mksh",1
4283,gambarmantapp,1
4284,"harga,lumayan",1
4285,"kualitas,",1
4286,murahcepatsesuai,1
4287,"2pcs,",1
4288,"terbanting,",1
4289,bwhnya,1
4290,"nyaring,",1
4291,senyaring,1
4292,cobapositive,1
4293,thankyouu,1
4294,"foto,,kurir",1
4295,"cianjur,",1
4296,haribest,1
4297,cepatbarang,1
4298,sgni,1
4299,stikterima,1
4300,pemanasan,1
4301,latihan,1
4302,sticking,1
4303,sampaisukses,1
4304,pantulan,1
4305,"kayunya,",1
4306,packagingterima,1
4307,awettop,1
4308,sukaterima,1
4309,sellerama,1
4310,nyaterima,1
4311,sela2,1
4312,puassaman,1
4313,+2,1
4314,trimkasih,1
4315,moneybahan,1
4316,korset,1
4317,sepenuhnya,1
4318,mamaku,1
4319,mamaway,1
4320,mengecilkan,1
4321,melahirkan,1
4322,caesar,1
4323,ekspetasi??,1
4324,supeeerr,1
4325,mantulllll??????tidak,1
4326,tokopedianya,1
4327,blnj,1
4328,disnibsok,1
4329,lgipeking,1
4330,bgusfree,1
4331,didlamnyatrimksih,1
4332,faster,1
4333,cheaper,1
4334,"thankyou,",1
4335,bange,1
4336,oribagus,1
4337,bangetselalu,1
4338,bayiku,1
4339,lamaaman,1
4340,lapisi,1
4341,"reguler,",1
4342,babel,1
4343,(ok,1
4344,stretchy,1
4345,hooknya,1
4346,bagusbkn,1
4347,legging,1
4348,"seller,bahannya",1
4349,anaksengaja,1
4350,bisanya,1
4351,amanlangsung,1
4352,member,1
4353,vip,1
4354,abbot,1
4355,dtoko,1
4356,disamakan,1
4357,abbott,1
4358,indonesiapackingan,1
4359,??packing,1
4360,"cepat,memang",1
4361,dapt,1
4362,lain????,1
4363,okepenjual,1
4364,bagusharga,1
4365,pesananpengirimancepatpengemasan,1
4366,okeymakasih,1
4367,rapihpengiriman,1
4368,cepatsaya,1
4369,sukaa????gak,1
4370,juga??,1
4371,"baby,",1
4372,????bahannya,1
4373,�produk,1
4374,�wow,1
4375,�semua,1
4376,�packing,1
4377,�harga,1
4378,�seller,1
4379,respon??,1
4380,"gaiss,",1
4381,checkoutnya,1
4382,baik??,1
4383,order+bayar,1
4384,kimia,1
4385,dompetpanjang,1
4386,100cm,1
4387,"sisi,",1
4388,menggosok,1
4389,"kaca,",1
4390,menyapu,1
4391,okkaca,1
4392,"bersih,",1
4393,responsifcartridge,1
4394,baiksayang,1
4395,sampee!,1
4396,dilarang,1
4397,ditimpah,1
4398,film,1
4399,repeater,1
4400,"layanannya,",1
4401,fpv,1
4402,s89,1
4403,santai,1
4404,camera,1
4405,"udara,",1
4406,tuning,1
4407,tiupan,1
4408,tello,1
4409,lenyap,1
4410,terbawa,1
4411,perbukitan,1
